gene_id,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X76_C,X81_C,K_C,N_C,S_C,DS1_X
APH1B,83464,"aph-1 homolog B, gamma-secretase subunit",743.9324992705776,-0.5151439859275347,0.6078766964166351,-0.8474481567795751,0.3967453721895145,0.7230967797705465,516,980,765,1411,466,371
CAAP1,79886,caspase activity and apoptosis inhibitor 1,748.9155638382423,-1.331877342001107,1.5725167193269363,-0.8469718163449308,0.39701083083335037,0.7234772432183808,941,354,1028,1278,932,0
GRIK4,2900,glutamate ionotropic receptor kainate type subunit 4,24.91683656186241,-2.272132493514216,2.6832704179214475,-0.8467773051641538,0.3971192603160018,0.7235714828779707,9,17,120,0,5,0
ZDHHC6,64429,zinc finger DHHC-type palmitoyltransferase 6,1275.3995676747554,0.220303974100826,0.26056713718340213,0.8454787371968684,0.39784359943993264,0.723857478844076,1100,1370,1110,1203,1247,1723
MTRNR2L3,100462983,MT-RNR2 like 3 (pseudogene),17.077901779326353,0.8400614221323369,0.9931152537973844,0.8458851265451678,0.39761683055597763,0.723857478844076,15,19,17,11,9,33
TRIM41,90933,tripartite motif containing 41,1964.6336000598055,0.1870962053022422,0.22107362570487143,0.8463072187182185,0.39738138187175726,0.723857478844076,2312,2206,1966,2025,1560,1864
E4F1,1877,E4F transcription factor 1,1397.501168664835,0.22325868118220424,0.2639537465913928,0.8458250131520748,0.3976503694543691,0.723857478844076,1283,1497,1428,1057,1413,1818
FAM135A,57579,family with sequence similarity 135 member A,766.4354107641691,-0.3776882728185558,0.4463372551095282,-0.8461948190407579,0.3974440717072796,0.723857478844076,406,761,612,1095,909,870
RPL17,6139,ribosomal protein L17,23428.846103456694,-0.20437679376692086,0.24168407635371794,-0.8456361579560756,0.39775574800362906,0.723857478844076,25608,22790,23718,21742,30358,18011
PPP2R5A,5525,protein phosphatase 2 regulatory subunit B'alpha,1953.0391460908481,-0.3223252402566174,0.3811963377085687,-0.8455622690243176,0.39779698157138,0.723857478844076,1938,1969,3135,1472,1955,1387
PAQR6,79957,progestin and adipoQ receptor family member 6,135.4708790170981,0.7119391831306937,0.8420207933846395,0.845512591522756,0.397824705448175,0.723857478844076,79,123,95,166,49,313
ITPKA,3706,inositol-trisphosphate 3-kinase A,291.55481921357784,-0.9317441755821967,1.101190388613525,-0.8461245078204207,0.39748329014365275,0.723857478844076,355,152,574,25,559,104
CEP83,51134,centrosomal protein 83,629.3687652710074,-0.375035163823461,0.4436515267997232,-0.8453372549594819,0.39792256607999316,0.723897917873742,626,358,537,980,629,690
PGRMC1,10857,progesterone receptor membrane component 1,1602.0742266717525,-0.3696664854497638,0.43743557752856405,-0.8450764053950893,0.3980681809432222,0.7240595740623936,949,1620,1047,2266,2142,1701
ZACN,353174,zinc activated ion channel,23.632629964545288,0.849354677025104,1.0065489877883387,0.8438284547793017,0.3987652724249696,0.7244333251953853,27,13,17,13,21,53
DDX25,29118,DEAD-box helicase 25,5.612178707458097,-2.5432766000192792,3.014309716613011,-0.8437343336029179,0.3988178772680461,0.7244333251953853,3,2,2,0,27,0
INTS7,25896,integrator complex subunit 7,1988.8963976053442,0.19809860997510134,0.23467381193175146,0.8441445099665104,0.39858865801237725,0.7244333251953853,1978,2236,2095,1463,2042,2274
POLE2,5427,"DNA polymerase epsilon 2, accessory subunit",558.8209125140423,-0.3571056350058569,0.42291184418629885,-0.8443973369744325,0.39844740997967143,0.7244333251953853,457,506,614,894,387,533
RB1CC1,9821,RB1 inducible coiled-coil 1,2634.6691268048926,0.2249642077148095,0.26664254525874187,0.843692095335015,0.39884148582633533,0.7244333251953853,2159,3507,2262,2350,2730,3003
BTK,695,Bruton tyrosine kinase,6898.870838345822,0.332484341052203,0.3938894352566681,0.8441057598702741,0.39861030937226727,0.7244333251953853,7514,5240,5838,8327,4277,10749
PITPNB,23760,phosphatidylinositol transfer protein beta,4191.317103052976,-0.22388392510342572,0.26520029439562054,-0.8442069252360638,0.3985537853825449,0.7244333251953853,3728,4661,3507,5258,4876,3408
FBXL18,80028,F-box and leucine rich repeat protein 18,1094.4688746567656,-0.390619359293356,0.4628087283615932,-0.8440189982505353,0.3986587894212614,0.7244333251953853,1224,985,1761,1277,714,679
MSANTD3,91283,Myb/SANT DNA binding domain containing 3,589.9918938238537,-0.47363590158460245,0.5610641168068938,-0.844174288457691,0.398572019958698,0.7244333251953853,339,369,383,817,872,803
MAP2,4133,microtubule associated protein 2,201.05474884379564,1.7295122544501893,2.0495182202653717,0.8438628343719979,0.39874605852326445,0.7244333251953853,79,851,1,1,280,10
L3HYPDH,112849,trans-L-3-hydroxyproline dehydratase,156.43371538301457,0.5107112107314644,0.6056376870202794,0.8432619397319037,0.39908196390021916,0.7247669317350884,96,198,169,111,110,268
ADRM1,11047,ADRM1 26S proteasome ubiquitin receptor,3943.157225454666,-0.24394226226608395,0.2893735824789595,-0.8430011481225005,0.39922780167952804,0.7249285929159435,4895,2990,4704,3707,4512,3129
CAPN1,823,calpain 1,7089.917982091516,-0.2913347838661563,0.34577242990661755,-0.8425622133749554,0.39947333162751086,0.7250677472567546,8301,5097,10347,5391,7855,6059
OAS2,4939,2'-5'-oligoadenylate synthetase 2,2566.1490735546076,0.6103110643662769,0.724389343924459,0.8425180042818542,0.39949806620650874,0.7250677472567546,4968,3630,2869,2408,859,842
TMA7,51372,translation machinery associated 7 homolog,4287.105386328866,-0.14894563677232836,0.1767564238584274,-0.8426603883524254,0.3994184069297198,0.7250677472567546,4580,4191,4821,4193,4610,3634
LMBR1,64327,limb development membrane protein 1,1235.2772225439148,-0.2919462902054617,0.3465411547866838,-0.8424577749940598,0.39953176541895163,0.7250677472567546,1227,1431,1278,1343,1488,728
SBK3,100130827,SH3 domain binding kinase family member 3,11.67579108625878,2.4388719364800666,2.8954011283528365,0.8423260986526988,0.39960544631194483,0.7250983194492664,55,0,0,1,10,5
DNAJC3,5611,DnaJ heat shock protein family (Hsp40) member C3,1716.784188491883,0.2053463296432678,0.24387031445332283,0.8420308560457096,0.39977068214875,0.7251918616314166,1575,2120,1333,1756,1729,1918
N4BP2L2,10443,NEDD4 binding protein 2 like 2,2216.622490028562,0.35236509885197664,0.4184373058272879,0.8420977143883465,0.3997332605288645,0.7251918616314166,1998,2016,1493,1562,2831,3585
C17orf99,100141515,chromosome 17 open reading frame 99,2.6170564699530816,2.097896989309683,2.4934078241511743,0.8413773988312023,0.4001365428936985,0.7252861181925596,3,1,1,0,2,9
ZNF83,55769,zinc finger protein 83,910.4131967937358,0.4620529388284188,0.5490014367572469,0.8416242798153655,0.39999829433841305,0.7252861181925596,613,697,894,621,800,1919
SLC6A9,6536,solute carrier family 6 member 9,378.4288367229962,0.8403659941212359,0.9982836401003606,0.8418108444978135,0.3998938407940051,0.7252861181925596,96,364,130,545,143,1028
UBALD2,283991,UBA like domain containing 2,4167.708504620229,-0.424580607256002,0.5045674618119835,-0.8414744100447227,0.400082215073077,0.7252861181925596,5054,2907,7281,2219,4948,2893
FAM98B,283742,family with sequence similarity 98 member B,2289.599407089515,-0.4025677721827697,0.47843886378182704,-0.8414194637130161,0.4001129853471123,0.7252861181925596,2386,2632,1888,2464,3526,991
ELMO1,9844,engulfment and cell motility 1,3160.359277026411,0.5205149928651962,0.61868383252922,0.8413263212928918,0.4001651489086382,0.7252861181925596,5319,4251,3107,3734,998,1776
PLSCR3,57048,phospholipid scramblase 3,570.0870969612942,-0.5451403378663771,0.6481079399022363,-0.8411258438657744,0.4002774383284067,0.7252861181925596,312,269,512,1074,456,838
DNAJC1,64215,DnaJ heat shock protein family (Hsp40) member C1,759.259348050663,-0.6311965421180294,0.7504170136106905,-0.8411277072210526,0.4002763945572188,0.7252861181925596,228,470,1592,456,743,1126
GJC2,57165,gap junction protein gamma 2,26.581133496582336,0.8619801872452723,1.0254914509572923,0.8405532649156822,0.40059824981943065,0.7257643384260574,16,23,13,22,22,66
SOX13,9580,SRY-box transcription factor 13,89.94745802172778,-1.4429234395013208,1.717758354655076,-0.8400037383553045,0.4009062904746457,0.7262192892056695,15,52,1,20,377,81
TP53BP2,7159,tumor protein p53 binding protein 2,2829.8105503680167,-0.21238433503284374,0.25303347844063734,-0.8393527067710526,0.40127141448160303,0.7263197028620554,2773,2714,2326,3714,3135,2514
PAM16,51025,presequence translocase associated motor 16,436.0562360300227,-0.3059525905736896,0.36449265831981303,-0.8393930126988752,0.40124880354298087,0.7263197028620554,320,414,382,624,450,457
PARL,55486,presenilin associated rhomboid like,1455.7624798942932,-0.3194417872753292,0.3805143490617542,-0.8394999769732377,0.40118880211674035,0.7263197028620554,1593,1258,1097,2277,1506,1100
DNAJC6,9829,DnaJ heat shock protein family (Hsp40) member C6,240.31924117723068,-1.7187199081671212,2.0470920621824416,-0.8395909201732544,0.4011377919223303,0.7263197028620554,0,220,1,515,597,122
KLHL6,89857,kelch like family member 6,3383.789861621135,0.5608107159873883,0.6681878632216286,0.8393009613845309,0.40130044388303704,0.7263197028620554,7090,2243,2932,4353,968,2964
SGSM2,9905,small G protein signaling modulator 2,2219.8590955856375,-0.4066043375495018,0.48445888698539247,-0.839295858684004,0.4013033065899536,0.7263197028620554,1973,851,2596,2473,2578,3014
MRPL41,64975,mitochondrial ribosomal protein L41,516.2134904390654,-0.5226835848955087,0.6230598802915871,-0.8388978353908727,0.401526642601373,0.7266208377742293,514,563,604,305,932,214
SCAF8,22828,SR-related CTD associated factor 8,3782.16848801388,0.16371110150690818,0.19519949845183018,0.8386860765797897,0.4016454936025377,0.7267328332692067,4201,4155,3807,2970,4007,3840
LRRC27,80313,leucine rich repeat containing 27,252.5617380107943,0.5559982965004644,0.6630934896912367,0.8384915628705084,0.4017546842799424,0.7268273201990222,205,279,334,191,93,435
LSM1,27257,"LSM1 homolog, mRNA degradation associated",919.9799674239246,-0.3728346599256885,0.444777772815359,-0.8382493072118145,0.4018906999041276,0.7269703033286347,991,1033,940,1042,1155,419
CNOT6,57472,CCR4-NOT transcription complex subunit 6,3250.059512580088,-0.1268242296338603,0.15136061707978182,-0.8378945070434772,0.40208995404702813,0.7269911372024433,3040,3215,3071,3542,3638,3230
NOS1AP,9722,nitric oxide synthase 1 adaptor protein,11.902273895885893,3.0011827120728367,3.582988056626456,0.8376200714714592,0.40224411643768987,0.7269911372024433,0,5,0,0,8,60
CPSF1,29894,cleavage and polyadenylation specific factor 1,6798.190448863488,0.31197785369965536,0.37243732653206035,0.8376653774331062,0.4022186636669263,0.7269911372024433,5292,5899,6609,5607,6116,11838
ERLIN1,10613,ER lipid raft associated 1,1592.367038791492,-0.2677048549323613,0.3195357615101584,-0.837793096043964,0.40214691688507187,0.7269911372024433,1355,1557,1306,2388,1559,1499
CCDC22,28952,coiled-coil domain containing 22,1055.8825397346088,0.3915068229124836,0.46717576067577754,0.8380289729633286,0.4020144316326627,0.7269911372024433,805,929,933,1139,687,1931
PSMB6,5694,proteasome 20S subunit beta 6,3038.4557075068783,-0.28817951799149133,0.3439757124278643,-0.8377903078024032,0.4021484831164092,0.7269911372024433,3977,1990,3101,3161,3834,2379
MAPK8IP1,9479,mitogen-activated protein kinase 8 interacting protein 1,10.053354950257116,-1.0488942350579222,1.2547034379789002,-0.8359698422023142,0.4031718691483423,0.7277834710189016,9,4,14,6,21,7
ALG2,85365,"ALG2 alpha-1,3/1,6-mannosyltransferase",528.1849057164135,0.3308803242101263,0.395619525944475,0.8363599431049447,0.40295244025933524,0.7277834710189016,594,430,404,606,403,774
STK11IP,114790,serine/threonine kinase 11 interacting protein,1002.8407510597207,0.300459716796102,0.35952013248342224,0.83572431596708,0.4033100125492738,0.7277834710189016,1123,985,1224,881,611,1272
TMEM120A,83862,transmembrane protein 120A,390.51475089308053,0.3667720034917207,0.4388296827295186,0.8357957948751336,0.4032697925797705,0.7277834710189016,306,564,455,311,265,473
MAF1,84232,"MAF1 homolog, negative regulator of RNA polymerase III",4867.918540101535,0.19895187553063357,0.23797490099946056,0.8360204151574983,0.40314341819496546,0.7277834710189016,5130,6234,5071,3744,4886,4509
LRPAP1,4043,LDL receptor related protein associated protein 1,1994.5947654134923,0.2862342000429941,0.34216018806441967,0.8365502768226905,0.40284540492449744,0.7277834710189016,2120,2343,1605,1255,2574,2227
PPP6C,5537,protein phosphatase 6 catalytic subunit,2609.4696262487882,-0.18505284752151735,0.22141425603118128,-0.8357765703011316,0.4032806096853645,0.7277834710189016,2879,2029,2909,2942,2538,2547
COQ9,57017,coenzyme Q9,1268.3927539977353,-0.25700288383375847,0.30721421514570474,-0.8365592188234774,0.4028403767545513,0.7277834710189016,1278,827,1237,1397,1539,1425
AIFM1,9131,apoptosis inducing factor mitochondria associated 1,2804.9366452148643,-0.29682311193423755,0.3549551802342989,-0.8362270181218667,0.4030272015455004,0.7277834710189016,2376,1670,2835,3507,3000,3649
PRDX5,25824,peroxiredoxin 5,3307.6221813628053,-0.34755718330569263,0.41576182072101936,-0.835952619947052,0.4031815581899472,0.7277834710189016,3652,2947,5063,2062,4077,2279
ARPP21,10777,cAMP regulated phosphoprotein 21,6075.98966297453,-0.4821639243763452,0.5768567319694261,-0.8358469229096217,0.40324102517572413,0.7277834710189016,5896,5326,7181,2285,11960,4243
FHL2,2274,four and a half LIM domains 2,9.029363956564646,1.0239476335636026,1.2257274614096338,0.8353795324011288,0.4035040501603802,0.7279523292468678,8,12,9,4,5,17
SUGT1,10910,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone",1935.8678017341908,-0.2262785102616634,0.2709098490900696,-0.8352539083451057,0.4035747628753014,0.7279523292468678,1731,2225,1748,2303,2255,1487
LUC7L,55692,LUC7 like,2108.109605224224,0.41051830234602044,0.49144049979547016,0.8353367345932452,0.403528139849831,0.7279523292468678,1606,1492,1693,2121,1654,4265
FIGNL2,401720,fidgetin like 2,18.159294997979913,1.7647036942126166,2.1130745612814517,0.8351355539212165,0.40364139036447194,0.7279695869762416,1,24,17,0,8,61
ZNF319,57567,zinc finger protein 319,747.5708454983663,0.33522993028693004,0.4017081044500337,0.8345112447902516,0.4039929534731785,0.7280890098051718,709,967,924,424,651,870
REXO1,57455,RNA exonuclease 1 homolog,2449.790735681484,0.308603392045284,0.3697976214563887,0.8345196781685585,0.4039882032193247,0.7280890098051718,2791,2922,2632,1252,2735,2559
ZNF85,7639,zinc finger protein 85,729.3461819740984,0.2685959727879329,0.32176716828660185,0.8347525765857232,0.40385703215645685,0.7280890098051718,710,703,799,537,664,1022
OCA2,4948,OCA2 melanosomal transmembrane protein,37.78490436261607,-1.9608991992690084,2.3493682144257058,-0.8346495824828987,0.40391503647315424,0.7280890098051718,0,46,32,1,149,1
SHPK,23729,sedoheptulokinase,789.7110161645479,-0.45540496082947834,0.5455474684696271,-0.8347668849183426,0.40384897437059736,0.7280890098051718,954,295,809,1224,725,785
BTRC,8945,beta-transducin repeat containing E3 ubiquitin protein ligase,858.2532389314101,0.2345188528441892,0.28106267881977526,0.8344005466288493,0.40405530932717537,0.7280985362141389,979,813,656,969,757,1041
DNAH17,8632,dynein axonemal heavy chain 17,14.175464520603674,-1.2981222963231693,1.5561555329936145,-0.834185445349373,0.40417649153100105,0.7282140487152254,15,3,18,2,41,7
TCAIM,285343,"T cell activation inhibitor, mitochondrial",706.6965128588652,0.20137715821290395,0.24145820994876918,0.8340041875388319,0.40427862412915866,0.7282582161964255,808,661,734,588,665,839
PIGT,51604,phosphatidylinositol glycan anchor biosynthesis class T,2541.510362722942,0.29811778610960166,0.3575248067217578,0.8338380456537401,0.4043722529813042,0.7282582161964255,3011,3065,3009,1393,2492,2476
ECE1,1889,endothelin converting enzyme 1,240.43667407020783,-0.8201887346657311,0.9835536377799707,-0.8339034122399476,0.4043354142539843,0.7282582161964255,94,140,707,81,141,298
NMD3,51068,NMD3 ribosome export adaptor,2012.568221341488,-0.3350559692140042,0.40198928138471374,-0.8334947838903877,0.40456573839241855,0.7282713907038653,1512,2390,1396,2976,2408,1528
ECD,11319,ecdysoneless cell cycle regulator,1522.6929571148364,-0.2182358877010662,0.2617655785185176,-0.8337073534885256,0.4044459133461342,0.7282713907038653,1751,1265,1632,1882,1433,1279
KPNA3,3839,karyopherin subunit alpha 3,3650.207727049772,-0.2302090398662824,0.27616054296539394,-0.8336058344697354,0.40450313675994876,0.7282713907038653,3893,3714,4481,4274,3151,2639
HS3ST3B1,9953,heparan sulfate-glucosamine 3-sulfotransferase 3B1,223.37236467807458,-1.072794037377024,1.2872189831602212,-0.8334199941203729,0.404607902281627,0.7282713907038653,75,354,147,644,122,9
HBS1L,10767,HBS1 like translational GTPase,3357.8539317711834,-0.2323433563165915,0.27889615951202984,-0.8330819496514783,0.4047985128631201,0.7285116979979808,4111,2930,3469,3705,3787,2376
ADAM28,10863,ADAM metallopeptidase domain 28,35.8787471964439,1.9766515219878829,2.3743615230191257,0.8324981275279707,0.4051278346578479,0.7290015394308637,152,21,0,1,43,1
PPWD1,23398,peptidylprolyl isomerase domain and WD repeat containing 1,1490.0519441173228,0.21890286663460845,0.26302160354283965,0.8322619271042299,0.40526111584551644,0.7290357185500703,1469,1355,1266,1464,1431,2073
TMEM178A,130733,transmembrane protein 178A,6.372470390538902,1.9320815301425236,2.321232721202999,0.832351496898254,0.4052105710714469,0.7290357185500703,2,2,0,2,6,27
ERC1,23085,ELKS/RAB6-interacting/CAST family member 1,1932.4180132918416,0.432029881356436,0.5191775337143727,0.8321428669410004,0.40532830804563164,0.729053793041896,3155,901,1467,2046,1456,2723
DDX49,54555,DEAD-box helicase 49,2444.1959186202225,-0.22556692709221043,0.27114060925231637,-0.8319186407164253,0.4054548693148309,0.7291786330305347,2364,2627,2296,3279,2383,1883
CHD7,55636,chromodomain helicase DNA binding protein 7,5385.024427691474,0.3492386773326462,0.4202015180254594,0.8311218840277639,0.40590477816812753,0.729884871017473,4822,9381,4680,6117,3507,4194
GOLGA8N,643699,golgin A8 family member N,2105.3810058302647,-1.7155358279201758,2.0659870802494824,-0.8303710339335776,0.40632903746777815,0.7304418571246883,2077,133,9690,20,63,787
PSMC3,5702,"proteasome 26S subunit, ATPase 3",5560.862001053477,-0.27755199431302285,0.33421956712479844,-0.8304480695152843,0.4062854972067603,0.7304418571246883,6156,6075,6326,5792,6298,3093
SF1,7536,splicing factor 1,20979.032999859137,-0.1202765436624268,0.1448853245855569,-0.8301499410411421,0.40645401392147684,0.7305635826444352,21400,20653,22602,19739,23703,19300
LRRC43,254050,leucine rich repeat containing 43,12.842049370258783,2.1819983428911276,2.6289367395451957,0.8299927153319832,0.4065429023394919,0.7305923281484075,49,15,0,7,7,0
PLGRKT,55848,plasminogen receptor with a C-terminal lysine,229.3004394242459,-0.5261298798655695,0.6339532295857909,-0.8299190781145314,0.4065845375336019,0.7305923281484075,328,110,363,241,214,135
FBXO5,26271,F-box protein 5,2176.7827725274433,-0.26722883868331127,0.32215065660455,-0.8295151141391061,0.4068129879337715,0.7307969726920666,1785,2779,2357,2534,2293,1461
RALA,5898,RAS like proto-oncogene A,1578.1992617661376,-0.41035985266281,0.4946751492846277,-0.8295542099825514,0.40679087503871353,0.7307969726920666,1758,1607,1736,2591,1111,765
APC2,10297,APC regulator of WNT signaling pathway 2,38.19667348711726,-0.7016888334299367,0.8462521396991736,-0.8291723004439004,0.4070069165803658,0.7310424104930744,16,22,53,39,51,51
RAB3IP,117177,RAB3A interacting protein,975.7695376523754,-0.3907053044716187,0.4712638022938368,-0.8290585921725658,0.4070712531742217,0.7310550461707095,454,946,798,1321,1225,1181
CBX6,23466,chromobox 6,5295.378571124962,0.39496357428815393,0.4765988251229314,0.8287128575826411,0.40726690844202135,0.731303478944871,10426,4385,5389,3725,4715,3521
SAMD15,161394,sterile alpha motif domain containing 15,25.6564163131591,0.6622630585148038,0.7995550864334917,0.8282894696710705,0.40750658500576886,0.7313603342747912,35,26,18,27,15,35
SPATA32,124783,spermatogenesis associated 32,3.9628610894210037,-1.9416740429679118,2.343893540022066,-0.8283968575422722,0.40744578561957223,0.7313603342747912,1,2,12,7,0,2
MRPL53,116540,mitochondrial ribosomal protein L53,878.5084873629012,-0.32134391651871563,0.38791084053046815,-0.8283963296289368,0.4074460844930468,0.7313603342747912,994,876,1197,794,959,511
ACSM3,6296,acyl-CoA synthetase medium chain family member 3,175.02144507945664,1.2612328340726924,1.5227648495189654,0.8282518699266733,0.40752787398961365,0.7313603342747912,82,36,2,165,144,640
SSR1,6745,signal sequence receptor subunit 1,5971.68920262122,0.1871074468018157,0.22599971659387186,0.8279100948522573,0.4077214175165692,0.7314745285002622,6489,7638,5127,6252,5493,5268
GIT2,9815,GIT ArfGAP 2,4241.116291322985,0.2617152909181318,0.3161062064034774,0.8279346802323737,0.40770749325340927,0.7314745285002622,5204,3969,5203,3723,2731,4945
NACC2,138151,NACC family member 2,6.7255512009880105,1.812957646194079,2.1899967260746895,0.8278357792084884,0.40776350891157426,0.7314745285002622,17,0,4,4,1,15
POFUT2,23275,protein O-fucosyltransferase 2,533.2634934753745,0.2868207083215834,0.3465771946478628,0.8275810201909144,0.407907820694507,0.7315276885606579,525,470,546,429,477,796
FSD1,79187,fibronectin type III and SPRY domain containing 1,177.98621916133783,-2.1960292494589395,2.6534698743413516,-0.8276066258351779,0.4078933146462209,0.7315276885606579,2,0,70,810,0,194
SHC4,399694,SHC adaptor protein 4,13.646676692407116,1.119662017153117,1.3537138403407891,0.8271039150129758,0.40817816539964363,0.7319096323497757,4,40,11,7,8,13
RAB26,25837,"RAB26, member RAS oncogene family",21.275236525936595,-1.5050456817090578,1.820653314862805,-0.8266514384823836,0.40843465322377365,0.7322666253272772,0,7,10,45,40,27
HAUS1,115106,HAUS augmin like complex subunit 1,1571.333829339137,-0.19221013956024413,0.2326964422692077,-0.8260123691013516,0.4087970752895953,0.7325046469866091,1579,1309,1486,2000,1576,1590
PHF1,5252,PHD finger protein 1,762.8740360514244,0.4589173562434474,0.5555732356121363,0.8260249537359509,0.4087899365814611,0.7325046469866091,652,556,715,390,838,1494
ACTR2,10097,actin related protein 2,20615.145668308083,0.1880433401804658,0.22764077588404374,0.8260529751324157,0.4087740415457702,0.7325046469866091,25524,23514,22491,17745,18011,17932
FBF1,85302,Fas binding factor 1,588.1635217570621,0.6287175344170056,0.7609675192257174,0.8262081081420193,0.40868604956466364,0.7325046469866091,577,434,629,647,119,1174
TCF25,22980,transcription factor 25,4191.565534378668,0.13729681112301387,0.16635472155333644,0.825325604473414,0.40918675908459673,0.7326905550636075,4923,3981,4101,4214,3747,4498
PCMT1,5110,protein-L-isoaspartate (D-aspartate) O-methyltransferase,2024.5775859340106,0.13676404871421857,0.16569427635113032,0.825399957837986,0.40914455885287515,0.7326905550636075,2086,2349,1849,1887,2092,2036
TBRG1,84897,transforming growth factor beta regulator 1,1163.8086525843983,0.2917337027871146,0.35342500208195227,0.8254472690629491,0.4091177080920127,0.7326905550636075,1020,1041,1062,919,1182,1855
NOS3,4846,nitric oxide synthase 3,58.80461813771492,-1.0471896159760465,1.2688820261647678,-0.8252852466838128,0.4092096657641485,0.7326905550636075,6,80,25,164,50,31
RPL32,6161,ribosomal protein L32,22189.712184876644,-0.20068301324787502,0.24312513823229523,-0.8254309476469329,0.4091269709431365,0.7326905550636075,23574,22651,23523,20004,28199,16755
TRIM46,80128,tripartite motif containing 46,134.0529649472324,-1.0183723992405824,1.2340582939708207,-0.8252222801921072,0.4092454064417046,0.7326905550636075,18,18,299,73,171,236
AMMECR1,9949,AMMECR nuclear protein 1,1465.8860239904768,-0.6725731020440615,0.8151806562921318,-0.825060183718387,0.40933742325333283,0.7327524689022057,1133,1244,1858,3338,239,1072
FRMD3,257019,FERM domain containing 3,22.434149820112083,1.3112375848513487,1.589502508093152,0.8249358388395222,0.4094080180735662,0.732776023370168,14,15,3,2,34,69
PET117,100303755,PET117 cytochrome c oxidase chaperone,342.39015294812117,-0.3503310866467086,0.4247905974941634,-0.824714785857571,0.4095335352557311,0.73280623839281,343,344,266,482,411,231
MRPL35,51318,mitochondrial ribosomal protein L35,1276.3466388263569,-0.3303828997500515,0.4006079543722441,-0.8247037936821902,0.40953977737425423,0.73280623839281,1223,1130,790,1816,1688,1098
MED1,5469,mediator complex subunit 1,6492.311876160272,-0.1380442883925378,0.16741295216277075,-0.8245735267742089,0.4096137562560343,0.7328358298014984,6481,6838,6352,7009,7193,5542
ZNF568,374900,zinc finger protein 568,113.23266748928492,-1.0048803962265642,1.2188593144693438,-0.8244433006315091,0.4096877199302276,0.7328653857080544,5,45,218,104,135,181
COL5A1,1289,collagen type V alpha 1 chain,1344.921089050047,2.6941168602469627,3.2703142030740473,0.8238097910330856,0.41004764343109623,0.733406397713995,300,1511,1090,0,0,5332
SND1,27044,staphylococcal nuclease and tudor domain containing 1,9726.669933934088,-0.11620711719343828,0.14116161829236637,-0.8232203526652431,0.4103826969478404,0.7336970918806822,8803,10443,10487,9695,10394,9245
GFER,2671,"growth factor, augmenter of liver regeneration",1190.8650622322216,-0.25301715209821457,0.30729846122279075,-0.8233596455101597,0.41030350426147383,0.7336970918806822,956,1255,1340,955,1620,1106
PDE4DIP,9659,phosphodiesterase 4D interacting protein,1810.9922322142313,0.6035671772668187,0.7331127200394022,0.8232938274954213,0.4103409228937982,0.7336970918806822,1175,4613,1809,1795,738,866
CPQ,10404,carboxypeptidase Q,136.77868181237776,0.5706087379587398,0.693469903627926,0.8228312937209945,0.41060393820164276,0.7339797979299788,191,139,143,41,149,169
SRC,6714,"SRC proto-oncogene, non-receptor tyrosine kinase",340.98570897927993,-1.3674600017176732,1.6620804493901025,-0.8227399595605979,0.41065588631636535,0.7339797979299788,383,32,1462,11,15,166
AGL,178,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",856.7568651825968,-0.3648829378915527,0.4436191964634293,-0.8225138605372155,0.410784501412083,0.7341068313510793,534,1012,714,1396,802,740
KCTD18,130535,potassium channel tetramerization domain containing 18,837.6281583593701,0.20766936055249335,0.25256097034780545,0.822254366011141,0.4109321428237734,0.7342351599154255,1011,745,841,811,697,985
USP48,84196,ubiquitin specific peptidase 48,3465.9474991899096,0.21592953797428788,0.26262878137932527,0.8221853554672373,0.41097141220850086,0.7342351599154255,3587,3052,2952,2945,3795,4740
SLC39A10,57181,solute carrier family 39 member 10,1303.003414746926,-0.35344952033668936,0.4299998476743771,-0.8219759198713567,0.4110906019432702,0.7343452673749988,1354,1477,1893,1316,1209,656
UVRAG,7405,UV radiation resistance associated,1182.8153879415547,0.23592773746465118,0.2871557049260988,0.8216021253186265,0.4113033793049799,0.7346224993942229,1589,1265,1202,1171,909,1048
LOXL3,84695,lysyl oxidase like 3,24.818457577299093,0.7056422042722188,0.8596597276240386,0.820838968719054,0.4117379985279099,0.734884357193491,37,17,17,21,19,40
UBXN2A,165324,UBX domain protein 2A,1911.1103471237404,0.18454041345120617,0.2248177597209432,0.8208444638905236,0.41173486804311915,0.734884357193491,2043,1683,1804,1770,1832,2484
YIF1B,90522,"Yip1 interacting factor homolog B, membrane trafficking protein",1451.3979135615127,-0.16239345117852863,0.1978009404266847,-0.820994333132203,0.41164949610021334,0.734884357193491,1521,1449,1447,1556,1629,1209
TK2,7084,thymidine kinase 2,326.2295137480095,0.7040445154253494,0.857432927273085,0.8211073928131493,0.4115850994113485,0.734884357193491,673,325,416,54,281,234
DNAJB6,10049,DnaJ heat shock protein family (Hsp40) member B6,4851.10223308271,0.36806946381715716,0.4483744999025042,0.8208974058453172,0.41170470883694577,0.734884357193491,6153,7183,3930,2701,6176,3326
GPR146,115330,G protein-coupled receptor 146,767.5637222867631,-1.2696357348103864,1.5469689269756886,-0.8207247816493081,0.41180305171967124,0.7348976547544505,1002,328,89,3144,34,39
